date,ATXRNSA,BOXRNSA,CRXRNSA,CHXRNSA,CEXRNSA,DAXRNSA,DNXRNSA,DEXRNSA,LVXRNSA,LXXRNSA,MIXRNSA,MNXRNSA,NYXRNSA,PHXRNSA,POXRNSA,SDXRNSA,SFXRNSA,SEXRNSA,TPXRNSA,WDXRNSA
2008-10-01,119.78791,159.16703,128.02038,145.48265,108.75898,120.58656,129.03731,86.09946,142.73733,179.82182,173.41755,135.97261,189.65738,135.1846,166.43878,159.1245,139.43624,170.44894,165.44201,184.83379
2008-11-01,116.45769,155.02845,125.60844,141.39312,107.42846,118.25391,127.65554,83.424382,138.04038,175.85446,169.61529,132.90847,186.51723,130.53973,162.61612,155.47208,135.28036,166.23251,160.85547,180.26899
2008-12-01,113.00378,153.05478,122.37359,137.15885,105.21021,115.43881,125.74207,80.894945,131.39677,171.39539,165.0139,126.27933,183.45455,123.93068,158.50339,152.16337,130.12428,160.19453,156.02458,175.55551
2009-01-01,109.44123,150.73087,120.99508,130.84758,102.89201,112.60498,122.3271,77.467556,125.67753,166.54672,158.97354,120.41974,180.92924,117.13355,153.79721,148.26096,124.39621,154.3807,149.26051,171.97948
2009-02-01,106.65214,148.76863,119.03587,126.37862,97.755379,112.25767,120.20712,74.51156,121.10891,163.16561,154.23467,116.42654,177.84012,111.95129,150.88391,146.83316,120.35218,152.13181,145.33236,168.05071
2009-03-01,105.06772,145.82765,119.39287,122.50372,96.863965,112.36109,120.37424,70.938808,116.52501,160.88504,148.74954,109.58476,173.60447,106.92147,147.67985,144.57913,117.70998,149.04664,141.47732,165.93635
2009-04-01,105.41513,146.44709,118.69077,122.36745,98.06718,114.29694,122.15002,69.917474,112.40055,159.37387,145.77582,108.62277,170.6915,104.45183,146.85117,144.43002,118.45909,149.37675,140.40614,167.30351
2009-05-01,105.97995,148.76896,119.79794,123.73014,102.11306,116.50346,123.77849,70.054664,109.49698,159.17623,144.59387,109.86845,171.17191,103.5574,146.97373,145.06411,120.15976,148.95705,140.3462,169.48524
2009-06-01,107.62091,152.71086,120.53885,124.98846,106.37513,119.72946,126.91849,69.485352,107.30527,160.90125,145.37602,113.75656,172.33736,104.73399,148.46526,147.305,124.69704,149.52933,140.89912,173.21074
2009-07-01,110.08693,154.5288,121.2314,128.32073,107.92954,121.26289,128.78898,70.237241,106.07523,163.97129,147.27092,119.36497,173.9136,106.66069,150.05921,150.99465,128.85657,149.44232,142.83618,176.45333
2009-08-01,111.26983,155.94463,120.71646,130.54909,107.4163,121.49877,130.06962,71.590601,105.78463,166.62116,148.91474,122.97687,175.13118,108.41092,150.4552,153.34272,132.47243,149.5408,143.42902,179.57059
2009-09-01,111.26462,155.62498,119.84086,132.12601,105.75261,120.62665,129.44261,72.808461,104.82196,168.03293,149.68542,125.24475,174.80662,109.26388,149.72265,154.75711,134.1555,148.93512,142.57455,180.70707
2009-10-01,110.12224,154.70611,119.05022,130.75013,104.9684,119.90985,128.90344,72.876289,104.70518,168.43423,149.08878,124.8024,174.41614,110.70864,149.88472,155.36862,135.8059,149.25642,140.27253,180.07556
2009-11-01,109.28563,153.98475,118.65753,129.36074,104.74756,119.9567,128.28816,72.409532,104.21883,169.71902,149.08059,124.31119,172.65253,111.9632,150.37559,156.06174,136.634,148.56454,139.6565,179.17054
2009-12-01,108.61829,153.77919,117.79042,127.25581,103.86334,118.83345,127.19742,72.557354,104.3785,171.38477,148.65701,123.64243,171.85222,112.47654,149.95263,156.28674,136.39835,147.54447,138.84571,178.79704
2010-01-01,107.04154,153.00849,117.15905,125.11477,103.28926,117.29445,125.58711,71.83577,103.82337,172.96527,148.32083,122.55545,171.38694,111.76485,147.29264,156.95109,135.62948,145.09198,138.18476,177.39642
2010-02-01,105.65453,151.4202,115.98348,122.56626,101.53091,115.26581,124.54184,70.546756,103.39532,171.80517,147.51628,119.84567,170.55652,110.11247,143.69447,157.9242,134.66893,143.5633,136.53536,176.57256
2010-03-01,103.73149,151.3897,114.7664,119.71167,103.31778,115.8238,125.30716,67.684736,102.58186,170.60996,146.14638,117.23612,169.26164,109.51989,143.61082,160.21657,136.74066,143.71581,136.45921,175.41169
2010-04-01,105.68928,153.55869,116.04847,120.43199,104.77338,118.17714,127.50241,67.813191,102.8237,171.7779,145.04074,119.35306,168.88684,110.06003,146.24939,161.38599,139.76521,145.13879,137.08663,179.50715
2010-05-01,107.861,155.94725,116.39244,121.90275,105.84808,119.91624,128.24064,68.343269,102.34629,174.67363,146.32982,122.70362,170.47138,111.00026,147.97893,163.10873,142.16311,146.81804,138.29481,182.57566
2010-06-01,109.7236,157.83309,117.24172,124.89818,107.26201,121.04087,129.19796,70.044113,101.76826,175.65784,146.91698,125.92345,172.84537,110.98083,148.73066,163.82164,142.54871,146.83092,138.58074,185.73907
2010-07-01,110.01803,158.83154,117.03225,126.16617,107.30975,120.75475,128.71787,71.166012,100.91452,176.27129,147.88482,126.79065,175.02021,110.30218,148.3342,165.02481,143.22531,147.04277,138.24323,187.15284
2010-08-01,108.95116,158.3539,116.56878,126.70093,106.99716,119.35893,128.5709,71.502582,101.02789,175.55238,147.4718,126.37245,175.18352,108.84211,147.023,163.99229,142.83089,145.93444,137.53113,187.04696
2010-09-01,106.39299,156.27408,115.39574,124.75897,103.78195,117.44474,127.32828,70.585,101.18032,175.36219,145.63573,123.7497,174.42912,107.15868,144.29502,162.43363,141.53792,145.06574,136.49678,186.25098
2010-10-01,103.29936,154.34238,114.11501,122.27786,102.1307,116.11164,126.57749,69.237104,100.97185,174.04512,144.0288,121.49816,171.50325,105.97354,142.15737,159.98942,138.84187,143.13456,134.92224,184.96207
2010-11-01,100.80188,152.76309,113.45058,119.57015,100.0346,114.88219,125.02047,68.101152,100.59056,173.28247,143.80689,119.1825,169.5319,104.84861,139.92241,160.07571,137.27596,141.57212,133.48945,183.80569
2010-12-01,100.05954,152.51796,112.41219,117.86237,100.20526,114.66703,124.09841,68.07041,99.477291,170.99312,143.10866,117.38932,167.92256,103.10382,138.22525,158.96869,136.02005,138.69828,130.65433,182.90385
2011-01-01,100.33494,152.18341,111.31887,115.78379,99.129272,114.04325,122.72607,67.632771,99.234982,169.88096,141.3008,113.46016,165.92057,101.53842,135.79831,157.0339,133.36885,135.40993,129.03363,181.34812
2011-02-01,100.67934,149.83345,110.11348,113.25579,98.520987,113.7843,121.26108,67.578969,98.283286,168.23181,138.4353,109.74064,164.45183,100.8131,133.65802,155.05203,129.95865,132.85197,127.61736,179.96497
2011-03-01,100.32534,147.33323,108.91972,110.57012,97.023165,112.75775,120.55505,65.18365,97.175565,167.74769,137.27663,105.76937,162.33578,100.27059,132.66563,153.88146,129.82873,132.97489,126.70376,177.51592
2011-04-01,101.8127,147.06165,110.35298,110.12207,98.100557,113.28027,122.32061,64.470976,96.469336,168.18001,136.99443,105.90126,163.91661,100.36054,132.84445,154.49954,132.01903,135.13671,126.42648,178.48487
2011-05-01,102.8027,150.89435,111.84603,112.00905,99.100722,114.27635,123.944,65.698804,95.59687,169.07171,138.60193,108.51021,165.09247,100.39997,134.50418,154.77903,134.42185,136.55573,127.06341,180.56537
2011-06-01,104.32085,154.46117,113.55537,115.60647,100.65013,115.90149,125.97428,69.474772,95.671187,169.65908,139.45733,112.43508,166.81839,100.68585,134.51594,155.06363,134.90061,137.46151,128.51594,182.66997
2011-07-01,104.54898,155.74833,113.56096,117.77856,101.64366,116.92138,125.97534,72.62723,95.476399,170.04883,141.14804,115.75462,169.53757,100.54022,135.79842,155.22147,135.27786,137.56617,129.48203,185.28659
2011-08-01,102.03718,155.58312,113.40597,119.40285,101.96246,117.11197,126.47704,73.603322,95.183774,169.37767,140.75283,116.02258,170.20308,100.42685,135.90766,154.91323,135.1978,137.09182,129.48898,185.97199
2011-09-01,95.989479,154.38534,112.84772,118.47408,100.66647,116.44224,125.57254,74.159569,93.795454,168.00375,139.83211,115.83732,169.95755,100.22416,136.09928,153.72061,133.21735,135.58793,127.34755,186.3249
2011-10-01,91.211613,152.70098,111.68473,116.3912,99.678987,115.42153,125.38321,72.803041,92.363388,165.50743,138.19959,114.44367,167.33455,100.53651,135.43968,152.86072,132.33582,134.22153,126.65583,182.90404
2011-11-01,88.923755,150.33116,110.15532,112.44319,98.925881,113.99559,124.78853,71.804885,91.411644,163.92773,137.46986,113.77633,164.86474,101.12044,133.26491,151.44837,129.78084,132.65035,125.28016,181.11237
2011-12-01,87.301151,148.53494,109.064,110.16315,97.750336,113.18091,123.62241,70.463738,90.697346,162.11392,137.74185,112.35976,162.40542,101.91071,132.76463,150.41893,128.72449,130.98613,125.07534,178.37752
2012-01-01,85.441992,147.87436,108.38864,107.98749,95.52087,112.63033,122.92165,70.276714,90.237503,160.76121,138.63503,111.46847,160.63009,102.83891,129.96177,148.73849,125.47017,130.03226,124.13816,176.93142
2012-02-01,83.270926,146.25586,108.54866,105.25894,94.216893,112.72139,121.80871,69.947572,89.87752,159.52538,139.53244,110.58588,158.87115,104.11772,129.59621,149.07291,124.63617,128.98724,123.91265,174.55964
2012-03-01,82.538018,145.94638,110.08559,102.74574,94.65764,114.47638,123.65658,68.125897,89.866617,159.72206,140.75803,109.50449,157.39784,106.38024,129.00601,149.68071,125.93748,131.22543,125.11741,176.13298
2012-04-01,84.480256,147.15939,111.65491,103.97624,97.043712,116.4207,125.80685,67.865592,90.838355,162.16424,141.33096,110.44681,157.95215,109.01014,131.62393,151.75106,130.22845,133.83546,127.64684,180.98969
2012-05-01,87.868423,150.62956,112.89825,108.62483,99.681368,118.6002,128.4836,71.20224,92.549873,165.75766,143.3453,113.53113,160.17574,111.91893,135.08715,153.0557,135.28028,137.37005,130.33611,185.899
2012-06-01,91.749037,154.40074,114.48851,113.55543,101.90381,120.13666,131.06233,75.083578,93.940188,168.56627,145.62365,118.84598,163.26877,114.68202,138.50611,154.75948,139.01479,139.8938,132.95239,189.27793
2012-07-01,94.149841,157.18104,115.49281,116.6148,102.33142,121.21355,132.78701,77.651237,94.571634,170.79023,148.69866,123.23314,165.16967,117.21899,140.11614,156.4753,141.71095,141.77756,134.3147,191.46267
2012-08-01,95.801435,158.25929,116.59314,117.44699,103.12504,121.37818,133.47893,79.483102,96.034763,173.00625,150.11804,124.60216,166.40903,119.2763,140.79979,157.84194,142.36988,141.69242,134.89592,192.3819
2012-09-01,96.060082,157.25002,115.86768,116.68935,102.09334,121.5624,134.00679,80.113119,97.381598,174.78626,150.24238,125.72416,166.3022,120.6493,141.0999,160.09056,143.15473,142.0927,134.70943,191.83748
2012-10-01,95.599629,155.11448,115.39812,114.88381,101.60783,120.73864,134.02613,80.819287,100.13857,175.8537,149.97059,124.94427,165.15605,122.3898,142.43876,162.09669,144.15352,141.82232,134.05052,190.24804
2012-11-01,95.679933,153.70759,114.84563,113.35829,100.88076,120.59551,134.49682,80.748872,100.56473,176.57595,151.13186,125.87355,162.88338,124.15623,142.13429,163.61388,146.22861,142.53375,133.74061,188.92657
2012-12-01,95.946111,153.80684,115.0537,112.60814,100.71483,120.50621,134.14363,81.141265,102.41302,178.58757,152.36538,125.95796,161.9588,125.32666,141.29485,164.30794,147.23891,141.75344,134.02231,188.73215
2013-01-01,96.977297,153.79536,115.53047,111.65109,100.00186,120.52825,134.16573,81.263834,104.03636,180.22965,153.51004,125.49478,161.23082,126.69267,140.73657,163.28267,147.44518,141.29605,135.55157,187.44375
2013-02-01,97.008392,153.89572,115.82478,110.69775,99.437798,120.71903,133.90043,80.885162,105.46393,182.0408,153.96904,124.54029,161.46399,128.1002,141.76093,164.25073,148.22628,140.97359,136.32697,186.56309
2013-03-01,98.247727,155.71499,118.34267,110.72559,100.03266,122.3093,135.79301,81.228199,108.36097,186.30325,155.88908,123.20156,160.25279,130.2859,145.52488,167.84173,153.9612,145.19632,139.78388,189.67113
2013-04-01,102.00713,159.12725,120.30317,113.83292,102.1071,125.05182,138.27555,82.658731,111.05499,192.55935,159.65171,126.80584,161.97366,132.46514,148.6212,174.08111,161.46093,149.05003,142.10077,194.16025
2013-05-01,105.51316,161.93877,121.79365,117.91637,103.6808,127.60936,140.97852,85.859751,114.0882,197.53669,163.73548,129.53458,164.64127,134.96545,151.90586,179.56366,168.40786,153.74372,144.61363,198.04151
2013-06-01,109.14817,164.74591,123.29169,121.74331,105.76102,129.78901,143.37356,88.382823,117.2847,202.0763,167.09806,132.45435,167.95656,137.35564,154.79968,184.57307,173.01232,156.46291,147.83497,200.0899
2013-07-01,111.54271,167.02409,123.85435,125.6946,106.32899,131.48233,145.63122,90.72841,120.57853,206.33463,169.07496,134.82708,170.46586,139.36468,157.25501,188.32901,176.87111,159.49774,151.16637,202.97415
2013-08-01,113.47167,168.2611,125.07472,127.69799,106.65351,132.30445,146.95071,92.556901,124.08797,210.48633,170.40704,137.16657,172.29222,141.46975,159.13303,191.77527,178.53284,160.36319,153.93204,204.44328
2013-09-01,113.98725,169.02005,124.79083,128.0335,106.75623,132.58745,147.30257,93.886282,125.73956,212.8312,171.69637,138.31598,173.22823,143.1364,160.17708,193.51429,179.91221,160.86754,154.23514,205.25035
2013-10-01,113.72242,168.42288,125.17124,127.42286,105.80346,132.46442,146.73827,94.772498,127.23369,214.64741,173.63323,139.11183,173.29304,144.49399,160.46408,194.06629,179.5523,160.38837,154.39503,204.37817
2013-11-01,113.36839,168.77527,124.17246,125.87361,105.74307,132.58258,146.44379,94.717274,128.00173,214.78954,176.02266,139.0678,172.71931,144.8553,159.91791,194.15158,180.193,160.1687,154.69821,203.7133
2013-12-01,113.34818,168.65081,124.06682,125.29063,104.20424,132.83697,146.25912,94.596267,128.52851,214.8358,177.56986,138.14219,171.96073,144.47524,159.84176,193.86813,180.54775,159.31602,155.22678,204.0607
2014-01-01,113.23484,167.81983,123.8873,123.73476,104.01996,132.67138,146.21353,93.920511,129.9307,214.23174,178.84846,137.22536,171.96688,144.17831,159.31105,194.94189,181.52063,158.08962,155.79106,203.31632
2014-02-01,112.60368,166.97599,123.55439,122.61173,102.38274,133.00006,146.12772,93.418381,129.85155,215.2498,178.5735,135.9601,171.29252,144.09769,160.60938,196.96509,181.91056,159.04558,154.63262,203.45391
2014-03-01,113.762013875003,168.4204813615,124.1694229144,123.6477495958,103.9540717765,134.5501,148.2180586059,93.748507898863,131.3266399263,217.6069899733,180.9983925284,137.23183467985,170.6134060074,144.722021768482,162.6534158129,199.4085829327,186.6910302717,162.049743104772,154.7951019817,205.5310333258
2014-04-01,115.880377414215,173.5315950216,125.5030303528,126.0702371917,105.0007876246,136.72981,150.5956286679,94.808111476581,131.910229421,219.5407336683,183.0109785351,138.370641288801,170.8022447054,145.378551697693,165.2515243608,200.8053274127,191.1978553523,165.718663579881,156.5483310048,207.55609825
2014-05-01,117.218001657994,175.3529478583,127.1919768416,127.9504020062,106.1454306528,138.54965,152.5860989881,96.128770233111,133.3322781095,221.7516342676,185.2097518288,140.236928330007,172.2929247611,145.965571697498,167.1024825662,202.0056729836,194.7311780295,168.100898799591,159.2715873108,209.3215707964
2014-06-01,118.415525835205,176.2293332864,127.6825204217,129.9235507373,106.5596332397,140.15289,154.3925101807,97.304714488631,135.0209694194,223.3963369436,186.2254755476,141.235168179304,175.0758892843,146.837002619044,168.9478343408,203.0784158362,195.9142631939,169.937193618398,161.1617950485,210.2971411036
2014-07-01,118.954907429705,176.3815201542,128.2026321494,130.9759261617,107.1293495585,141.22097,155.3592348032,98.124238709835,135.8970961418,224.5625925582,187.6394290584,142.102545474027,177.0196204981,147.252813846341,170.0569338875,203.6305744119,195.4940397772,170.874078927609,162.0045523053,210.4871054924
2014-08-01,119.380636232356,176.5851115333,128.1954211124,131.6202692833,107.3626624028,142.03619,156.1472538051,98.723032192294,136.641410778,224.4310516265,188.1049616666,142.539867383212,177.8768667436,147.579132310994,170.5670108945,203.3124427996,194.5790343574,170.853487084214,162.282891986,210.2193343387
2014-09-01,119.034935839398,176.3994059727,128.7797274797,130.9487776446,107.3216364439,142.40273,156.4168828534,98.356955632749,137.0678079786,224.4683922169,189.3424260735,142.399161061645,177.4306739452,147.419278892125,170.7617114162,203.1773840983,194.6579625094,170.30862129291,162.5373601982,209.1445052242
2014-10-01,118.804764905411,175.6008996089,128.6332575147,129.6044207523,106.6154548304,142.61977,157.1624281453,98.242464455176,137.1344565019,225.1075925592,190.0905334284,141.882270253297,176.4060311177,147.558224774691,170.3199148346,203.0128205926,196.334974162,170.223988526122,163.7041988103,208.3317319741
2014-11-01,118.949561217023,175.2728060116,128.2630137239,127.8856556873,106.3546067144,142.78123,157.3239431663,97.297014165566,137.5525553935,225.7722209235,191.2599223346,140.915478355259,174.7812331113,147.755195774594,170.4686918031,203.9221894154,196.6707867717,169.663632866726,165.0181250778,207.1459769791
2014-12-01,119.105242197948,174.9674386194,128.4049948908,126.7899132784,105.7541350087,142.8462,158.180973567,96.911846851265,137.3081192408,226.5687980542,192.3710230792,140.368460781769,174.709308013,147.900577590494,170.6871163793,203.3762973467,197.482008111,169.749650040474,165.0648109378,206.7393538593
2015-01-01,118.792864089511,175.7512664127,129.0622900807,126.5776505319,105.6049112979,143.4478,158.5008432201,96.697100312777,137.5388510517,225.9185956584,193.6682912985,139.839511824062,174.771656737,147.846112579958,170.7309744054,204.657111445,195.7276413499,168.833211357145,164.6839553074,205.2505210187
2015-02-01,118.884399672732,175.3746213775,130.2762734629,126.4224712955,104.3556661568,144.42915,160.7356786321,97.093088981777,137.2764400825,227.5663049301,194.805712853,139.915098556615,174.8015256726,148.266769251316,171.8960202298,205.9330612639,200.1834023079,170.28123326989,165.0047730656,205.6905194567
2015-03-01,119.987843323014,176.1510410183,131.2314800473,127.5778089675,105.0914765863,147.16687,162.9759250128,97.89991567257,138.7455998722,229.6569796407,196.6532118078,141.121397307115,174.3559368775,149.231280783398,173.8803328011,208.5123091764,206.2776307509,174.124308268191,167.1448101918,206.8513242582
2015-04-01,121.533896625577,176.5193924644,132.4574239044,128.9221462367,106.1946618035,148.80297,166.0646974754,99.443270261837,140.0929734859,232.562612499,198.4021142173,142.694250772339,175.6213431997,150.457695964617,176.8864714799,209.7592087061,210.8613049903,178.03973063165,168.0770905869,209.5735066574
2015-05-01,123.239082145676,179.2550077374,133.4005541739,130.4189940048,107.9551917833,150.26878,167.8706010903,100.990964063177,142.1198281642,235.2923927066,199.9249865481,144.373748148017,177.2295798262,151.513623641718,179.4233223946,211.5500468562,213.6662900871,180.54364844639,169.3205313662,210.9469891953
2015-06-01,124.809468039519,181.8642515374,134.2444385653,131.8109662761,109.3708502303,151.66958,170.0871828629,102.659151026004,143.142053652,237.0871975374,200.5667903234,146.028273245239,179.4306553984,152.88107453443,182.1780175707,212.0874481945,214.6113397196,182.42804898679,169.7992025453,212.4840768139
2015-07-01,125.85161333344,183.8490461244,134.431915873,132.7087315332,110.0801956306,153.56296,171.2951696501,103.306102649014,144.4073079768,238.0616475235,201.2238793865,147.064818187831,180.7611382014,153.954109218236,184.5826845848,214.5915850565,215.4690072406,183.199347606098,171.159445209,212.981060627
2015-08-01,126.179288567546,184.5314815937,134.364603208,132.8406770549,109.7458012076,154.67285,172.7760224897,103.728660100135,144.8842132472,238.2228750307,201.9537295894,147.420217253573,181.609246462,154.821258764591,186.509565666,215.3508865066,215.1243911062,183.833667385634,172.0898577592,212.8051676744
2015-09-01,126.293536400189,184.395183393,134.1608214271,132.174611195,109.31650257,155.26289,173.4787493021,103.528051568198,144.9680019034,238.5934260912,203.7543721532,147.579550438578,181.5060982917,155.096626090355,187.9779685751,216.4876096232,216.2612232695,184.258409249884,172.9190782718,211.8065588393
2015-10-01,126.009994884126,184.0959058366,134.4288847276,131.1087154754,108.6302800385,155.79351,174.2078797263,103.197693481806,144.8305217326,238.872584231,205.0607144643,147.376804194231,180.9902600202,155.892971123013,188.8463063451,215.624069469,217.755577884,185.164576214435,174.0361521587,210.6787844679
2015-11-01,125.724723172521,183.1958202233,134.9137231901,130.262578515,108.7588593366,156.10632,174.4317980604,103.23820465026,144.7156362555,239.3758997274,206.6096995745,147.37518527603,180.4209284919,156.34045343029,189.406978931,216.3402886826,218.3496548141,185.962168884829,174.9382186229,210.3904973968
2015-12-01,125.598675223189,182.7702400611,135.3701808646,129.6516927276,108.6505677038,156.43941,174.3252929582,103.381123002011,145.3365729933,240.1649651111,205.9836565853,146.862183593015,179.7557065744,157.119367810171,190.1101237097,217.6587501763,217.9139493369,186.265721893595,176.4026706121,209.6409175083
2016-01-01,125.680937324481,182.0952914498,135.2910911379,129.0168766064,108.8093203272,156.62929,174.7148348187,103.18102130427,145.6853543148,241.1771255843,206.6826687449,146.082293010036,179.4056379729,156.708707178947,190.933698556,218.7445095699,216.4882842926,186.488466196758,176.8440977847,208.8780052297
2016-02-01,126.360446448971,181.8953598751,135.7448265735,128.639740827,107.9128139393,157.46172,176.3858856018,103.165451713409,146.1556112324,242.8000517819,206.7307634125,145.398151204102,178.969752198,157.142596351167,192.3448175127,218.9721056272,218.776915531,188.529072375699,177.8990914854,208.1233998283
2016-03-01,127.735805433628,184.055234784,136.7771632588,130.3125486624,108.119117245,159.7194,179.210248446,103.729326987237,147.0615051051,244.3659854453,208.7645388104,146.679106274396,179.4673729517,157.543473623961,195.2089757908,221.290964696,223.8732363973,193.020417715986,179.4723197836,209.3525614595
2016-04-01,129.374776644952,186.6770616213,138.8007906733,132.5193590977,109.0747028912,161.71003,181.8050904487,105.019237802477,148.5208719197,246.2352912508,210.9513850228,149.484868295031,180.5303407606,158.649880841388,198.6320263673,222.9601571778,227.3361768727,197.006851443479,180.8625198061,212.7169748494
2016-05-01,130.944594961421,189.2213438925,139.9226523343,134.6277794607,110.6029057764,163.81696,183.8184209145,106.324602614814,150.3181400508,247.9873872479,212.9485074298,151.714732730132,181.404908261,159.518722594352,201.8521044776,225.0421751572,227.4901879592,199.818252821014,182.2876752119,214.743645967
2016-06-01,131.926439736623,190.2835431013,141.0160656338,135.8280735857,112.0924860541,165.2148,185.7788292334,107.886194343348,151.3933679538,249.5640004908,214.4927672761,153.353971145722,183.2960522228,160.650781074805,205.0154100994,225.9712428612,228.4579593325,202.545708794658,183.0214303763,215.8865658548
2016-07-01,132.396128322315,191.3843768585,141.3566640504,136.7024285205,112.576845847,166.33744,187.4099346177,109.145686214934,152.2870521509,251.0582121465,215.3562126774,154.29387411502,184.699375871,161.90823853792,207.2840277265,227.3879376563,228.5187468883,203.704225072763,184.0364398804,216.027989701
2016-08-01,132.732271444658,191.9368597557,141.8323125435,136.5434227855,112.7163434952,167.13441,188.0199088076,109.855743141396,152.2590805411,251.7943254053,216.2004202116,154.980518731276,185.5731153024,162.798866295098,208.2299014507,227.770126897,229.4406148258,204.55499639655,184.9907649507,215.9520650399
2016-09-01,132.89938636332,192.1715791489,142.094661073,136.1033656326,112.408770849,167.73157,188.6280346489,110.030014078741,153.0900858153,252.4152206067,217.2250099917,155.33529442047,185.4525776833,163.264038172011,208.3932551392,228.0071517265,228.5436764095,204.545508852344,185.8771907794,215.4963594106
2016-10-01,133.300938200746,192.2548888908,142.357492269,134.8593414964,112.9930762616,168.43477,188.6434822462,110.033633052745,152.8907711108,252.0950798174,218.2121542839,155.337620452368,184.8651163151,163.840405592506,208.216180449,228.2124185169,229.9800123928,204.80629046284,187.6116181988,215.1558858365
2016-11-01,133.198966517427,193.1417716612,142.7589549266,134.6577438883,113.0863563365,168.73869,189.6583692784,109.916963377307,153.3316879256,252.4132573092,219.223905611,155.206581119368,185.1907909782,164.318403100932,208.5230292581,228.8416029094,230.1971752,205.12604006493,189.0921110759,214.8699538586
2016-12-01,133.294914557005,194.063757072,142.8274163378,135.041119804,113.3592399854,169.04901,189.8541505754,109.65620162882,153.7063250308,253.0281677729,220.0011966715,154.808336546067,185.2604656774,164.571105954571,209.0965572914,229.3032646122,231.1394007133,206.284227183338,191.1882435838,215.3654595796
2017-01-01,132.841713178572,194.8042476649,143.3138186396,135.2008025349,113.317847891,169.46066,190.7233628383,109.184703556282,154.7521837141,253.9941765283,220.4544851994,154.028780911682,186.2367590178,164.725087508976,209.3491122445,231.0210321947,230.2049484271,207.499842987698,191.2940847079,215.2102894774
2017-02-01,133.410572178609,195.5026308304,143.893317649,135.0269028899,113.0909189488,171.30343,191.7419944524,109.568759392081,155.3383840218,254.7852621167,220.5461969261,154.567955105612,185.9792295616,165.314410019413,210.9511547589,233.1831802329,232.7292878288,211.317572689333,191.1235360993,215.9116342957
2017-03-01,134.886099415253,197.9268183899,145.6429256589,136.2388629299,113.0189216769,173.44678,194.1067505744,111.240351925039,156.6009401831,257.319167833,221.0684327017,156.774438268075,187.3169896297,166.221830384254,213.0486287094,235.3578709558,235.1440937216,216.812942235843,191.5438422563,217.0012837464
2017-04-01,136.837137482906,199.1912513084,146.9195688013,137.6262139682,113.5776257646,175.29404,196.5096899392,113.211607954067,158.5956110106,259.0347294246,222.2305603532,158.894821033807,188.3251977233,167.61971325484,216.9998247374,237.4582436119,238.3691550496,222.484383176722,192.9509041974,219.1652400525
2017-05-01,138.086530908494,200.583019842,148.1577337733,138.9958944322,114.9501083798,176.53401,198.2932026784,114.464093065174,160.7744169459,261.7134923511,223.9995327518,160.746147037846,189.2189471983,168.647280288933,219.6633514802,239.8630253903,240.8886189361,226.425470315376,195.0970785284,220.7328157829
2017-06-01,138.948607703369,202.1266899361,149.2468320347,140.0813935986,116.0513314859,177.85815,199.8685798737,116.297774731091,162.3990899568,263.3482836944,225.0760112794,162.382212745926,190.2702441054,169.893558091991,221.5318568304,241.9784067179,242.5250718214,229.643838933526,195.7275993412,222.1108212824
2017-07-01,139.503130797483,204.3932697884,149.638815123,140.9131566603,116.8883924798,178.50937,200.9886695448,117.02723362629,163.664334576,266.2380584204,226.3404205877,163.562069165811,191.8255330264,170.8185570621,222.8314471578,243.5136139278,243.7938004701,231.14886356085,196.9650979106,222.665628056
2017-08-01,139.891491038207,205.1567128645,150.4099423716,141.1792062413,117.6300704664,179.0317,201.6165047198,117.696263658272,165.2788943262,266.8529214615,226.6595195445,163.930177669843,193.3154629491,172.10830515625,223.1818294101,245.520907678,243.4482276309,231.566073476741,197.5728966979,222.3486955611
2017-09-01,140.254127207639,206.0016357803,150.7175939754,140.8913161835,118.4313252802,179.73311,201.9696925323,117.541563634396,166.8864563211,267.8386485525,227.9134579849,163.859075526788,194.691090125,173.12972291496,223.5655059926,246.5310821647,244.8926864065,230.932073175734,199.2476659718,221.6306483028
2017-10-01,140.084137784213,205.4313162555,151.4814908804,139.9563161513,118.1466783529,180.42716,202.1432361845,117.794162684762,168.3862470617,268.2782849216,227.8306420381,163.66061848526,195.3814268879,173.550231633827,222.9134584208,246.4470548802,247.7294727412,230.765373151561,200.4030922567,221.5962481741
2017-11-01,140.159891054656,205.0864583927,151.0448901042,139.2345600192,117.474406525,180.64196,202.8230262358,117.428726336835,169.5584535646,270.0108617582,228.1847594604,163.568423884956,195.5399387768,173.432461451452,222.8773215318,245.681090431,251.2523820538,231.189485739921,202.4565311666,221.8868016531
2017-12-01,140.511569318985,204.7177330957,151.2973825846,138.4524237012,117.0546086358,180.78713,203.961120546,117.30068401336,170.8128472957,271.5795933576,227.8674337159,163.024383632295,195.5531586547,173.712859161891,223.1769409959,246.2563519166,252.627902884,232.507663833385,203.0992032342,221.3490027919
2018-01-01,141.428728582531,205.2101735562,151.8640426659,138.5130197409,117.2642822662,181.23406,205.2855724485,117.404860670431,171.6254895283,272.8577284753,229.2274082681,163.05947880157,196.0127077188,174.20622523526,224.110687125,248.0786676603,253.5902927923,234.136984970979,204.0246382856,220.2833772638
